,ts_code,symbol,name,area,industry,list_date
844,002396.SZ,002396,星网锐捷,福建,通信设备,20100623
845,002397.SZ,002397,梦洁股份,湖南,纺织,20100429
846,002398.SZ,002398,垒知集团,福建,其他建材,20100506
847,002399.SZ,002399,海普瑞,深圳,化学制药,20100506
848,002400.SZ,002400,省广集团,广东,广告包装,20100506
849,002401.SZ,002401,中远海科,上海,软件服务,20100506
850,002402.SZ,002402,和而泰,深圳,元器件,20100511
851,002403.SZ,002403,爱仕达,浙江,家用电器,20100511
852,002404.SZ,002404,嘉欣丝绸,浙江,纺织,20100511
853,002405.SZ,002405,四维图新,北京,软件服务,20100518
854,002406.SZ,002406,远东传动,河南,汽车配件,20100518
855,002407.SZ,002407,多氟多,河南,化工原料,20100518
856,002408.SZ,002408,齐翔腾达,山东,化工原料,20100518
857,002409.SZ,002409,雅克科技,江苏,化工原料,20100525
858,002410.SZ,002410,广联达,北京,软件服务,20100525
859,002411.SZ,002411,延安必康,陕西,化学制药,20100525
860,002412.SZ,002412,汉森制药,湖南,中成药,20100525
861,002413.SZ,002413,雷科防务,江苏,通信设备,20100528
862,002414.SZ,002414,高德红外,湖北,电器仪表,20100716
863,002415.SZ,002415,海康威视,浙江,电器仪表,20100528
864,002416.SZ,002416,爱施德,深圳,电器连锁,20100528
865,002417.SZ,002417,深南股份,江苏,软件服务,20100601
866,002418.SZ,002418,*ST康盛,浙江,机械基件,20100601
867,002419.SZ,002419,天虹股份,深圳,百货,20100601
868,002420.SZ,002420,ST毅昌,广东,塑料,20100601
869,002421.SZ,002421,达实智能,深圳,软件服务,20100603
870,002422.SZ,002422,科伦药业,四川,化学制药,20100603
871,002423.SZ,002423,中粮资本,河南,多元金融,20100603
872,002424.SZ,002424,贵州百灵,贵州,中成药,20100603
873,002425.SZ,002425,凯撒文化,广东,互联网,20100608
874,002426.SZ,002426,*ST胜利,江苏,元器件,20100608
875,002427.SZ,002427,ST尤夫,浙江,化纤,20100608
876,002428.SZ,002428,云南锗业,云南,小金属,20100608
877,002429.SZ,002429,兆驰股份,深圳,家用电器,20100610
878,002430.SZ,002430,杭氧股份,浙江,化工机械,20100610
879,002431.SZ,002431,棕榈股份,广东,建筑工程,20100610
880,002432.SZ,002432,九安医疗,天津,医疗保健,20100610
881,002433.SZ,002433,太安堂,广东,中成药,20100618
882,002434.SZ,002434,万里扬,浙江,汽车配件,20100618
883,002435.SZ,002435,长江健康,江苏,化学制药,20100618
884,002436.SZ,002436,兴森科技,深圳,元器件,20100618
885,002437.SZ,002437,誉衡药业,黑龙江,化学制药,20100623
886,002438.SZ,002438,江苏神通,江苏,机械基件,20100623
887,002439.SZ,002439,启明星辰,北京,软件服务,20100623
888,002440.SZ,002440,闰土股份,浙江,染料涂料,20100706
889,002441.SZ,002441,众业达,广东,批发业,20100706
890,002442.SZ,002442,龙星化工,河北,化工原料,20100706
891,002443.SZ,002443,金洲管道,浙江,钢加工,20100706
892,002444.SZ,002444,巨星科技,浙江,轻工机械,20100713
893,002445.SZ,002445,*ST中南,江苏,影视音像,20100713
894,002446.SZ,002446,盛路通信,广东,通信设备,20100713
895,002447.SZ,002447,*ST晨鑫,辽宁,互联网,20100713
896,002448.SZ,002448,中原内配,河南,汽车配件,20100716
897,002449.SZ,002449,国星光电,广东,半导体,20100716
898,002451.SZ,002451,摩恩电气,上海,电气设备,20100720
899,002452.SZ,002452,长高集团,湖南,电气设备,20100720
900,002453.SZ,002453,华软科技,江苏,软件服务,20100720
901,002454.SZ,002454,松芝股份,上海,汽车配件,20100720
902,002455.SZ,002455,百川股份,江苏,化工原料,20100803
903,002456.SZ,002456,欧菲光,深圳,元器件,20100803
904,002457.SZ,002457,青龙管业,宁夏,塑料,20100803
905,002458.SZ,002458,益生股份,山东,农业综合,20100810
906,002459.SZ,002459,晶澳科技,河北,电气设备,20100810
907,002460.SZ,002460,赣锋锂业,江西,小金属,20100810
908,002461.SZ,002461,珠江啤酒,广东,啤酒,20100818
909,002462.SZ,002462,嘉事堂,北京,医药商业,20100818
910,002463.SZ,002463,沪电股份,江苏,元器件,20100818
911,002464.SZ,002464,众应互联,江苏,互联网,20100831
912,002465.SZ,002465,海格通信,广东,通信设备,20100831
913,002466.SZ,002466,天齐锂业,四川,小金属,20100831
914,002467.SZ,002467,二六三,北京,电信运营,20100908
915,002468.SZ,002468,申通快递,浙江,仓储物流,20100908
916,002469.SZ,002469,三维工程,山东,建筑工程,20100908
917,002470.SZ,002470,*ST金正,山东,农药化肥,20100908
918,002471.SZ,002471,中超控股,江苏,电气设备,20100910
919,002472.SZ,002472,双环传动,浙江,机械基件,20100910
920,002473.SZ,002473,ST圣莱,浙江,家用电器,20100910
921,002474.SZ,002474,榕基软件,福建,软件服务,20100915
922,002475.SZ,002475,立讯精密,深圳,元器件,20100915
923,002476.SZ,002476,宝莫股份,山东,化工原料,20100915
924,002478.SZ,002478,常宝股份,江苏,钢加工,20100921
925,002479.SZ,002479,富春环保,浙江,火力发电,20100921
926,002480.SZ,002480,新筑股份,四川,机械基件,20100921
927,002481.SZ,002481,双塔食品,山东,食品,20100921
928,002482.SZ,002482,广田集团,深圳,装修装饰,20100929
929,002483.SZ,002483,润邦股份,江苏,工程机械,20100929
930,002484.SZ,002484,江海股份,江苏,元器件,20100929
931,002485.SZ,002485,希努尔,山东,服饰,20101015
932,002486.SZ,002486,嘉麟杰,上海,服饰,20101015
933,002487.SZ,002487,大金重工,辽宁,钢加工,20101015
934,002488.SZ,002488,金固股份,浙江,汽车配件,20101021
935,002489.SZ,002489,浙江永强,浙江,家居用品,20101021
936,002490.SZ,002490,山东墨龙,山东,化工机械,20101021
937,002491.SZ,002491,通鼎互联,江苏,通信设备,20101021
938,002492.SZ,002492,恒基达鑫,广东,仓储物流,20101102
939,002493.SZ,002493,荣盛石化,浙江,化纤,20101102
940,002494.SZ,002494,华斯股份,河北,服饰,20101102
941,002495.SZ,002495,佳隆股份,广东,食品,20101102
942,002496.SZ,002496,*ST辉丰,江苏,农药化肥,20101109
943,002497.SZ,002497,雅化集团,四川,化工原料,20101109
944,002498.SZ,002498,汉缆股份,山东,电气设备,20101109
945,002499.SZ,002499,*ST科林,江苏,环境保护,20101109
946,002500.SZ,002500,山西证券,山西,证券,20101115
947,002501.SZ,002501,*ST利源,吉林,铝,20101117
948,002502.SZ,002502,*ST鼎龙,广东,影视音像,20101117
949,002503.SZ,002503,搜于特,广东,服饰,20101117
950,002504.SZ,002504,弘高创意,北京,装修装饰,20101118
951,002505.SZ,002505,鹏都农牧,湖南,农业综合,20101118
952,002506.SZ,002506,协鑫集成,上海,电气设备,20101118
953,002507.SZ,002507,涪陵榨菜,重庆,食品,20101123
954,002508.SZ,002508,老板电器,浙江,家用电器,20101123
955,002510.SZ,002510,天汽模,天津,汽车配件,20101125
956,002511.SZ,002511,中顺洁柔,广东,造纸,20101125
957,002512.SZ,002512,达华智能,福建,元器件,20101203
958,002513.SZ,002513,*ST蓝丰,江苏,农药化肥,20101203
959,002514.SZ,002514,宝馨科技,江苏,机械基件,20101203
960,002515.SZ,002515,金字火腿,浙江,食品,20101203
961,002516.SZ,002516,旷达科技,江苏,纺织,20101207
962,002517.SZ,002517,恺英网络,福建,互联网,20101207
963,002518.SZ,002518,科士达,深圳,电气设备,20101207
964,002519.SZ,002519,银河电子,江苏,通信设备,20101207
965,002520.SZ,002520,日发精机,浙江,机床制造,20101210
966,002521.SZ,002521,齐峰新材,山东,造纸,20101210
967,002522.SZ,002522,浙江众成,浙江,塑料,20101210
968,002523.SZ,002523,天桥起重,湖南,工程机械,20101210
969,002524.SZ,002524,光正眼科,新疆,医疗保健,20101217
970,002526.SZ,002526,山东矿机,山东,工程机械,20101217
971,002527.SZ,002527,新时达,上海,电器仪表,20101224
972,002528.SZ,002528,英飞拓,深圳,IT设备,20101224
973,002529.SZ,002529,*ST海源,福建,专用机械,20101224
974,002530.SZ,002530,金财互联,江苏,软件服务,20101231
975,002531.SZ,002531,天顺风能,江苏,电气设备,20101231
976,002532.SZ,002532,天山铝业,浙江,铝,20101231
977,002533.SZ,002533,金杯电工,湖南,电气设备,20101231
978,002534.SZ,002534,杭锅股份,浙江,专用机械,20110110
979,002535.SZ,002535,*ST林重,河南,工程机械,20110111
980,002536.SZ,002536,飞龙股份,河南,汽车配件,20110111
981,002537.SZ,002537,海联金汇,山东,汽车整车,20110110
982,002538.SZ,002538,司尔特,安徽,农药化肥,20110118
983,002539.SZ,002539,云图控股,四川,农药化肥,20110118
984,002540.SZ,002540,亚太科技,江苏,铝,20110118
985,002541.SZ,002541,鸿路钢构,安徽,钢加工,20110118
986,002542.SZ,002542,中化岩土,北京,建筑工程,20110128
987,002543.SZ,002543,万和电气,广东,家用电器,20110128
988,002544.SZ,002544,杰赛科技,广东,软件服务,20110128
989,002545.SZ,002545,东方铁塔,山东,农药化肥,20110211
990,002546.SZ,002546,新联电子,江苏,电气设备,20110211
991,002547.SZ,002547,春兴精工,江苏,通信设备,20110218
992,002548.SZ,002548,金新农,深圳,饲料,20110218
993,002549.SZ,002549,凯美特气,湖南,环境保护,20110218
994,002550.SZ,002550,千红制药,江苏,生物制药,20110218
995,002551.SZ,002551,尚荣医疗,深圳,医疗保健,20110225
996,002552.SZ,002552,宝鼎科技,浙江,机械基件,20110225
997,002553.SZ,002553,南方轴承,江苏,汽车配件,20110225
998,002554.SZ,002554,惠博普,湖南,石油开采,20110225
999,002555.SZ,002555,三七互娱,安徽,互联网,20110302
1000,002556.SZ,002556,辉隆股份,安徽,其他商业,20110302
1001,002557.SZ,002557,洽洽食品,安徽,食品,20110302
1002,002558.SZ,002558,巨人网络,重庆,互联网,20110302
1003,002559.SZ,002559,亚威股份,江苏,机床制造,20110303
1004,002560.SZ,002560,通达股份,河南,电气设备,20110303
1005,002561.SZ,002561,徐家汇,上海,百货,20110303
1006,002562.SZ,002562,兄弟科技,浙江,化学制药,20110310
1007,002563.SZ,002563,森马服饰,浙江,服饰,20110311
1008,002564.SZ,002564,天沃科技,江苏,建筑工程,20110310
1009,002565.SZ,002565,顺灏股份,上海,造纸,20110318
1010,002566.SZ,002566,益盛药业,吉林,中成药,20110318
1011,002567.SZ,002567,唐人神,湖南,饲料,20110325
1012,002568.SZ,002568,百润股份,上海,红黄酒,20110325
1013,002569.SZ,002569,ST步森,浙江,服饰,20110412
1014,002570.SZ,002570,贝因美,浙江,乳制品,20110412
1015,002571.SZ,002571,德力股份,安徽,玻璃,20110412
1016,002572.SZ,002572,索菲亚,广东,家居用品,20110412
1017,002573.SZ,002573,清新环境,北京,环境保护,20110422
1018,002574.SZ,002574,明牌珠宝,浙江,服饰,20110422
1019,002575.SZ,002575,*ST群兴,广东,文教休闲,20110422
1020,002576.SZ,002576,通达动力,江苏,电气设备,20110428
1021,002577.SZ,002577,雷柏科技,深圳,IT设备,20110428
1022,002578.SZ,002578,闽发铝业,福建,铝,20110428
1023,002579.SZ,002579,中京电子,广东,元器件,20110506
1024,002580.SZ,002580,圣阳股份,山东,电气设备,20110506
1025,002581.SZ,002581,未名医药,山东,生物制药,20110520
1026,002582.SZ,002582,好想你,河南,食品,20110520
1027,002583.SZ,002583,海能达,深圳,通信设备,20110527
1028,002584.SZ,002584,西陇科学,广东,化工原料,20110602
1029,002585.SZ,002585,双星新材,江苏,塑料,20110602
1030,002586.SZ,002586,*ST围海,浙江,建筑工程,20110602
1031,002587.SZ,002587,奥拓电子,深圳,元器件,20110610
1032,002588.SZ,002588,史丹利,山东,农药化肥,20110610
1033,002589.SZ,002589,瑞康医药,山东,医药商业,20110610
1034,002590.SZ,002590,万安科技,浙江,汽车配件,20110610
1035,002591.SZ,002591,恒大高新,江西,化工原料,20110621
1036,002592.SZ,002592,ST八菱,广西,汽车配件,20111111
1037,002593.SZ,002593,日上集团,福建,汽车配件,20110628
1038,002594.SZ,002594,比亚迪,深圳,汽车整车,20110630
1039,002595.SZ,002595,豪迈科技,山东,专用机械,20110628
1040,002596.SZ,002596,海南瑞泽,海南,其他建材,20110707
1041,002597.SZ,002597,金禾实业,安徽,食品,20110707
1042,002598.SZ,002598,山东章鼓,山东,机械基件,20110707
1043,002599.SZ,002599,盛通股份,北京,广告包装,20110715
1044,002600.SZ,002600,领益智造,广东,元器件,20110715
1045,002601.SZ,002601,龙蟒佰利,河南,化工原料,20110715
1046,002602.SZ,002602,世纪华通,浙江,互联网,20110728
1047,002603.SZ,002603,以岭药业,河北,中成药,20110728
1048,002605.SZ,002605,姚记科技,上海,互联网,20110805
1049,002606.SZ,002606,大连电瓷,辽宁,电气设备,20110805
1050,002607.SZ,002607,中公教育,安徽,文教休闲,20110810
1051,002608.SZ,002608,江苏国信,江苏,火力发电,20110810
1052,002609.SZ,002609,捷顺科技,深圳,软件服务,20110815
1053,002610.SZ,002610,爱康科技,江苏,电气设备,20110815
1054,002611.SZ,002611,东方精工,广东,轻工机械,20110830
1055,002612.SZ,002612,朗姿股份,北京,服饰,20110830
1056,002613.SZ,002613,北玻股份,河南,专用机械,20110830
1057,002614.SZ,002614,奥佳华,福建,医疗保健,20110909
1058,002615.SZ,002615,哈尔斯,浙江,家居用品,20110909
1059,002616.SZ,002616,长青集团,广东,环境保护,20110920
1060,002617.SZ,002617,露笑科技,浙江,电气设备,20110920
1061,002618.SZ,002618,丹邦科技,深圳,元器件,20110920
1062,002619.SZ,002619,艾格拉斯,浙江,互联网,20110929
1063,002620.SZ,002620,瑞和股份,深圳,装修装饰,20110929
1064,002621.SZ,002621,美吉姆,辽宁,文教休闲,20110929
1065,002622.SZ,002622,融钰集团,吉林,综合类,20111018
1066,002623.SZ,002623,亚玛顿,江苏,玻璃,20111013
1067,002624.SZ,002624,完美世界,浙江,影视音像,20111028
1068,002625.SZ,002625,光启技术,深圳,汽车配件,20111103
1069,002626.SZ,002626,金达威,福建,食品,20111028
1070,002627.SZ,002627,宜昌交运,湖北,公共交通,20111103
1071,002628.SZ,002628,成都路桥,四川,建筑工程,20111103
1072,002629.SZ,002629,ST仁智,浙江,石油开采,20111103
1073,002630.SZ,002630,华西能源,四川,专用机械,20111111
1074,002631.SZ,002631,德尔未来,江苏,家居用品,20111111
1075,002632.SZ,002632,道明光学,浙江,化工原料,20111122
1076,002633.SZ,002633,申科股份,浙江,机械基件,20111122
1077,002634.SZ,002634,棒杰股份,浙江,服饰,20111205
1078,002635.SZ,002635,安洁科技,江苏,IT设备,20111125
1079,002636.SZ,002636,金安国纪,上海,元器件,20111125
1080,002637.SZ,002637,赞宇科技,浙江,日用化工,20111125
1081,002638.SZ,002638,*ST勤上,广东,文教休闲,20111125
1082,002639.SZ,002639,雪人股份,福建,专用机械,20111205
1083,002640.SZ,002640,跨境通,山西,互联网,20111208
1084,002641.SZ,002641,永高股份,浙江,塑料,20111208
1085,002642.SZ,002642,荣联科技,北京,软件服务,20111220
1086,002643.SZ,002643,万润股份,山东,化工原料,20111220
1087,002644.SZ,002644,佛慈制药,甘肃,中成药,20111222
1088,002645.SZ,002645,华宏科技,江苏,专用机械,20111220
1089,002646.SZ,002646,青青稞酒,青海,白酒,20111222
1090,002647.SZ,002647,仁东控股,浙江,多元金融,20111228
1091,002648.SZ,002648,卫星石化,浙江,化工原料,20111228
1092,002649.SZ,002649,博彦科技,北京,软件服务,20120106
1093,002650.SZ,002650,ST加加,湖南,食品,20120106
1094,002651.SZ,002651,利君股份,四川,专用机械,20120106
1095,002652.SZ,002652,扬子新材,江苏,其他建材,20120119
1096,002653.SZ,002653,海思科,西藏,化学制药,20120117
1097,002654.SZ,002654,万润科技,深圳,互联网,20120217
1098,002655.SZ,002655,共达电声,山东,元器件,20120217
1099,002656.SZ,002656,ST摩登,广东,服饰,20120228
1100,002657.SZ,002657,中科金财,北京,软件服务,20120228
1101,002658.SZ,002658,雪迪龙,北京,环境保护,20120309
1102,002659.SZ,002659,凯文教育,北京,文教休闲,20120309
1103,002660.SZ,002660,茂硕电源,深圳,电气设备,20120316
1104,002661.SZ,002661,克明面业,湖南,食品,20120316
1105,002662.SZ,002662,京威股份,北京,汽车配件,20120309
1106,002663.SZ,002663,普邦股份,广东,建筑工程,20120316
1107,002664.SZ,002664,长鹰信质,浙江,汽车配件,20120316
1108,002665.SZ,002665,首航高科,甘肃,电气设备,20120327
1109,002666.SZ,002666,德联集团,广东,化工原料,20120327
1110,002667.SZ,002667,鞍重股份,辽宁,工程机械,20120329
1111,002668.SZ,002668,奥马电器,广东,家用电器,20120416
1112,002669.SZ,002669,康达新材,上海,化工原料,20120416
1113,002670.SZ,002670,国盛金控,广东,证券,20120416
1114,002671.SZ,002671,龙泉股份,山东,其他建材,20120426
1115,002672.SZ,002672,东江环保,深圳,环境保护,20120426
1116,002673.SZ,002673,西部证券,陕西,证券,20120503
1117,002674.SZ,002674,兴业科技,福建,纺织,20120507
1118,002675.SZ,002675,东诚药业,山东,化学制药,20120525
1119,002676.SZ,002676,顺威股份,广东,塑料,20120525
1120,002677.SZ,002677,浙江美大,浙江,家用电器,20120525
1121,002678.SZ,002678,珠江钢琴,广东,文教休闲,20120530
1122,002679.SZ,002679,福建金森,福建,林业,20120605
1123,002681.SZ,002681,*ST奋达,深圳,家用电器,20120605
1124,002682.SZ,002682,龙洲股份,福建,公路,20120612
1125,002683.SZ,002683,宏大爆破,广东,化工原料,20120612
1126,002684.SZ,002684,ST猛狮,河南,电气设备,20120612
1127,002685.SZ,002685,华东重机,江苏,工程机械,20120612
1128,002686.SZ,002686,亿利达,浙江,专用机械,20120703
1129,002687.SZ,002687,乔治白,浙江,服饰,20120713
1130,002688.SZ,002688,金河生物,内蒙,化学制药,20120713
1131,002689.SZ,002689,远大智能,辽宁,运输设备,20120717
1132,002690.SZ,002690,美亚光电,安徽,专用机械,20120731
1133,002691.SZ,002691,冀凯股份,河北,专用机械,20120731
1134,002692.SZ,002692,ST远程,江苏,电气设备,20120808
1135,002693.SZ,002693,双成药业,海南,化学制药,20120808
1136,002694.SZ,002694,顾地科技,湖北,塑料,20120816
1137,002695.SZ,002695,煌上煌,江西,食品,20120905
1138,002696.SZ,002696,百洋股份,广西,渔业,20120905
1139,002697.SZ,002697,红旗连锁,四川,超市连锁,20120905
1140,002698.SZ,002698,博实股份,黑龙江,化工机械,20120911
1141,002699.SZ,002699,美盛文化,浙江,服饰,20120911
1142,002700.SZ,002700,ST浩源,新疆,供气供热,20120921
1143,002701.SZ,002701,奥瑞金,北京,广告包装,20121011
1144,002702.SZ,002702,海欣食品,福建,食品,20121011
1145,002703.SZ,002703,浙江世宝,浙江,汽车配件,20121102
1146,002705.SZ,002705,新宝股份,广东,家用电器,20140121
1147,002706.SZ,002706,良信股份,上海,电气设备,20140121
1148,002707.SZ,002707,众信旅游,北京,旅游服务,20140123
1149,002708.SZ,002708,光洋股份,江苏,汽车配件,20140121
1150,002709.SZ,002709,天赐材料,广东,化工原料,20140123
1151,002712.SZ,002712,思美传媒,浙江,广告包装,20140123
1152,002713.SZ,002713,东易日盛,北京,装修装饰,20140219
1153,002714.SZ,002714,牧原股份,河南,农业综合,20140128
1154,002715.SZ,002715,登云股份,广东,汽车配件,20140219
1155,002716.SZ,002716,*ST金贵,湖南,小金属,20140128
1156,002717.SZ,002717,岭南股份,广东,环境保护,20140219
1157,002718.SZ,002718,友邦吊顶,浙江,家居用品,20140128
1158,002719.SZ,002719,*ST麦趣,新疆,乳制品,20140128
1159,002721.SZ,002721,金一文化,北京,服饰,20140127
1160,002722.SZ,002722,金轮股份,江苏,纺织机械,20140128
1161,002723.SZ,002723,金莱特,广东,家用电器,20140129
1162,002724.SZ,002724,海洋王,深圳,半导体,20141104
1163,002725.SZ,002725,跃岭股份,浙江,汽车配件,20140129
1164,002726.SZ,002726,龙大肉食,山东,食品,20140626
1165,002727.SZ,002727,一心堂,云南,医药商业,20140702
1166,002728.SZ,002728,特一药业,广东,中成药,20140731
1167,002729.SZ,002729,好利来,福建,元器件,20140912
1168,002730.SZ,002730,电光科技,浙江,电气设备,20141009
1169,002731.SZ,002731,萃华珠宝,辽宁,服饰,20141104
1170,002732.SZ,002732,燕塘乳业,广东,乳制品,20141205
1171,002733.SZ,002733,雄韬股份,深圳,电气设备,20141203
1172,002734.SZ,002734,利民股份,江苏,农药化肥,20150127
1173,002735.SZ,002735,王子新材,深圳,塑料,20141203
1174,002736.SZ,002736,国信证券,深圳,证券,20141229
1175,002737.SZ,002737,葵花药业,黑龙江,中成药,20141230
1176,002738.SZ,002738,中矿资源,北京,小金属,20141230
1177,002739.SZ,002739,万达电影,北京,影视音像,20150122
1178,002740.SZ,002740,爱迪尔,福建,服饰,20150122
1179,002741.SZ,002741,光华科技,广东,化工原料,20150216
1180,002742.SZ,002742,三圣股份,重庆,其他建材,20150217
1181,002743.SZ,002743,富煌钢构,安徽,钢加工,20150217
1182,002745.SZ,002745,木林森,广东,半导体,20150217
1183,002746.SZ,002746,仙坛股份,山东,农业综合,20150216
1184,002747.SZ,002747,埃斯顿,江苏,机械基件,20150320
1185,002748.SZ,002748,世龙实业,江西,化工原料,20150319
1186,002749.SZ,002749,国光股份,四川,农药化肥,20150320
1187,002750.SZ,002750,龙津药业,云南,中成药,20150324
1188,002751.SZ,002751,易尚展示,深圳,家居用品,20150424
1189,002752.SZ,002752,昇兴股份,福建,广告包装,20150422
1190,002753.SZ,002753,永东股份,山西,化工原料,20150519
1191,002755.SZ,002755,奥赛康,北京,化学制药,20150515
1192,002756.SZ,002756,永兴材料,浙江,特种钢,20150515
1193,002757.SZ,002757,南兴股份,广东,专用机械,20150527
1194,002758.SZ,002758,浙农股份,浙江,医药商业,20150527
1195,002759.SZ,002759,天际股份,广东,家用电器,20150528
1196,002760.SZ,002760,凤形股份,安徽,机械基件,20150611
1197,002761.SZ,002761,多喜爱,湖南,建筑工程,20150610
1198,002762.SZ,002762,金发拉比,广东,服饰,20150610
1199,002763.SZ,002763,汇洁股份,深圳,服饰,20150610
1200,002765.SZ,002765,蓝黛科技,重庆,汽车配件,20150612
1201,002766.SZ,002766,ST索菱,深圳,汽车配件,20150611
1202,002767.SZ,002767,先锋电子,浙江,电器仪表,20150612
1203,002768.SZ,002768,国恩股份,山东,塑料,20150630
1204,002769.SZ,002769,普路通,深圳,仓储物流,20150629
1205,002770.SZ,002770,ST科迪,河南,乳制品,20150630
1206,002771.SZ,002771,真视通,北京,软件服务,20150629
1207,002772.SZ,002772,众兴菌业,甘肃,种植业,20150626
1208,002773.SZ,002773,康弘药业,四川,化学制药,20150626
1209,002774.SZ,002774,快意电梯,广东,运输设备,20170324
1210,002775.SZ,002775,文科园林,深圳,建筑工程,20150629
1211,002776.SZ,002776,柏堡龙,广东,服饰,20150626
1212,002777.SZ,002777,久远银海,四川,软件服务,20151231
1213,002778.SZ,002778,高科石化,江苏,石油加工,20160106
1214,002779.SZ,002779,中坚科技,浙江,农用机械,20151209
1215,002780.SZ,002780,三夫户外,北京,其他商业,20151209
1216,002781.SZ,002781,奇信股份,深圳,装修装饰,20151222
1217,002782.SZ,002782,可立克,深圳,电气设备,20151222
1218,002783.SZ,002783,凯龙股份,湖北,化工原料,20151209
1219,002785.SZ,002785,万里石,福建,其他建材,20151223
1220,002786.SZ,002786,银宝山新,深圳,专用机械,20151223
1221,002787.SZ,002787,华源控股,江苏,广告包装,20151231
1222,002788.SZ,002788,鹭燕医药,福建,医药商业,20160218
1223,002789.SZ,002789,建艺集团,深圳,装修装饰,20160311
1224,002790.SZ,002790,瑞尔特,福建,家居用品,20160308
1225,002791.SZ,002791,坚朗五金,广东,其他建材,20160329
1226,002792.SZ,002792,通宇通讯,广东,通信设备,20160328
1227,002793.SZ,002793,罗欣药业,浙江,化学制药,20160415
1228,002795.SZ,002795,永和智控,浙江,机械基件,20160428
1229,002796.SZ,002796,世嘉科技,江苏,通信设备,20160510
1230,002797.SZ,002797,第一创业,深圳,证券,20160511
1231,002798.SZ,002798,帝欧家居,四川,家居用品,20160525
1232,002799.SZ,002799,环球印务,陕西,广告包装,20160608
1233,002800.SZ,002800,天顺股份,新疆,仓储物流,20160530
1234,002801.SZ,002801,微光股份,浙江,电气设备,20160622
1235,002802.SZ,002802,洪汇新材,江苏,化工原料,20160629
1236,002803.SZ,002803,吉宏股份,福建,互联网,20160712
1237,002805.SZ,002805,丰元股份,山东,化工原料,20160707
1238,002806.SZ,002806,华锋股份,广东,元器件,20160726
1239,002807.SZ,002807,江阴银行,江苏,银行,20160902
1240,002808.SZ,002808,恒久科技,江苏,元器件,20160812
1241,002809.SZ,002809,红墙股份,广东,化工原料,20160823
1242,002810.SZ,002810,山东赫达,山东,化工原料,20160826
1243,002811.SZ,002811,郑中设计,深圳,装修装饰,20160908
1244,002812.SZ,002812,恩捷股份,云南,塑料,20160914
1245,002813.SZ,002813,路畅科技,深圳,汽车配件,20161012
1246,002815.SZ,002815,崇达技术,深圳,元器件,20161012
1247,002816.SZ,002816,和科达,深圳,专用机械,20161025
1248,002817.SZ,002817,黄山胶囊,安徽,化学制药,20161025
1249,002818.SZ,002818,富森美,四川,其他商业,20161109
1250,002819.SZ,002819,东方中科,北京,电器仪表,20161111
1251,002820.SZ,002820,桂发祥,天津,食品,20161118
1252,002821.SZ,002821,凯莱英,天津,生物制药,20161118
1253,002822.SZ,002822,中装建设,深圳,装修装饰,20161129
1254,002823.SZ,002823,凯中精密,深圳,机械基件,20161124
1255,002824.SZ,002824,和胜股份,广东,铝,20170112
1256,002825.SZ,002825,纳尔股份,上海,化工原料,20161129
1257,002826.SZ,002826,易明医药,西藏,中成药,20161209
1258,002827.SZ,002827,高争民爆,西藏,化工原料,20161209
1259,002828.SZ,002828,贝肯能源,新疆,石油开采,20161208
1260,002829.SZ,002829,星网宇达,北京,通信设备,20161213
1261,002830.SZ,002830,名雕股份,深圳,装修装饰,20161213
1262,002831.SZ,002831,裕同科技,深圳,广告包装,20161216
1263,002832.SZ,002832,比音勒芬,广东,服饰,20161223
1264,002833.SZ,002833,弘亚数控,广东,专用机械,20161228
1265,002835.SZ,002835,同为股份,深圳,元器件,20161228
1266,002836.SZ,002836,新宏泽,广东,广告包装,20161229
1267,002837.SZ,002837,英维克,深圳,专用机械,20161229
1268,002838.SZ,002838,道恩股份,山东,塑料,20170106
1269,002839.SZ,002839,张家港行,江苏,银行,20170124
1270,002840.SZ,002840,华统股份,浙江,食品,20170110
1271,002841.SZ,002841,视源股份,广东,元器件,20170119
1272,002842.SZ,002842,翔鹭钨业,广东,小金属,20170119
1273,002843.SZ,002843,泰嘉股份,湖南,钢加工,20170120
1274,002845.SZ,002845,同兴达,深圳,元器件,20170125
1275,002846.SZ,002846,英联股份,广东,广告包装,20170207
1276,002847.SZ,002847,盐津铺子,湖南,食品,20170208
1277,002848.SZ,002848,高斯贝尔,湖南,通信设备,20170213
1278,002849.SZ,002849,威星智能,浙江,电器仪表,20170217
1279,002850.SZ,002850,科达利,深圳,机械基件,20170302
1280,002851.SZ,002851,麦格米特,深圳,电气设备,20170306
1281,002852.SZ,002852,道道全,湖南,食品,20170310
1282,002853.SZ,002853,皮阿诺,广东,家居用品,20170310
1283,002855.SZ,002855,捷荣技术,广东,塑料,20170321
1284,002856.SZ,002856,美芝股份,深圳,装修装饰,20170320
1285,002857.SZ,002857,三晖电气,河南,电器仪表,20170323
1286,002858.SZ,002858,力盛赛车,上海,文教休闲,20170324
1287,002859.SZ,002859,洁美科技,浙江,元器件,20170407
1288,002860.SZ,002860,星帅尔,浙江,电气设备,20170412
1289,002861.SZ,002861,瀛通通讯,湖北,通信设备,20170413
1290,002862.SZ,002862,实丰文化,广东,文教休闲,20170411
1291,002863.SZ,002863,今飞凯达,浙江,汽车配件,20170418
1292,002864.SZ,002864,盘龙药业,陕西,中成药,20171116
1293,002865.SZ,002865,钧达股份,海南,汽车配件,20170425
